"CPU Time Used","Estimated Training Performance","Wallclock Time","Incumbent ID","Automatic Configurator (CPU) Time","Configuration..."
0.000000, 2147483648.000000, 0.000034, 1, 0.000034, max_depth='7',max_features='0.011265210225126335',min_impurity_decrease='0.27483123893935457',min_samples_leaf='0.05442271472521289',min_samples_split='0.06900821287746466',min_weight_fraction_leaf='0.03616851013722821'
0.005384, 1.012800, 0.007018, 1, 0.001634, max_depth='7',max_features='0.011265210225126335',min_impurity_decrease='0.27483123893935457',min_samples_leaf='0.05442271472521289',min_samples_split='0.06900821287746466',min_weight_fraction_leaf='0.03616851013722821'
0.010895, 0.993800, 0.014012, 2, 0.003117, max_depth='4',max_features='0.1721230112852961',min_impurity_decrease='0.14982733683726157',min_samples_leaf='0.028248176259675867',min_samples_split='0.17360272472826838',min_weight_fraction_leaf='0.0784068296218743'
0.016522, 0.871300, 0.021778, 3, 0.005256, max_depth='3',max_features='0.15519793585483974',min_impurity_decrease='0.11300600030211794',min_samples_leaf='0.015162093706799586',min_samples_split='0.027520151502054023',min_weight_fraction_leaf='0.0390188994403273'
0.033593, 0.871300, 0.495494, 4, 0.461900, max_depth='13',max_features='0.31713819181372055',min_impurity_decrease='0.07976773746113458',min_samples_leaf='0.016873214852088637',min_samples_split='0.010988197931737479',min_weight_fraction_leaf='0.04836702980894432'
0.052884, 0.864400, 1.682751, 5, 1.629868, max_depth='13',max_features='0.38387537303495284',min_impurity_decrease='0.058156470020727866',min_samples_leaf='0.01570520363779039',min_samples_split='0.01000204761063505',min_weight_fraction_leaf='0.0537476482658109'
0.059276, 0.851800, 1.692047, 6, 1.632771, max_depth='12',max_features='0.39128460161382655',min_impurity_decrease='0.06985481352406296',min_samples_leaf='0.01457474224376237',min_samples_split='0.011795779465533267',min_weight_fraction_leaf='0.05372209388059323'
0.092342, 0.827500, 3.142973, 7, 3.050631, max_depth='14',max_features='0.45612692982370656',min_impurity_decrease='0.03223435041434207',min_samples_leaf='0.014559665722052306',min_samples_split='0.010316002264456024',min_weight_fraction_leaf='0.04566220158875809'
0.127261, 0.791300, 6.003633, 8, 5.876372, max_depth='14',max_features='0.456274064061481',min_impurity_decrease='0.009607279737284315',min_samples_leaf='0.01515390695100027',min_samples_split='0.01051679036355596',min_weight_fraction_leaf='0.06141987084536452'
0.187683, 0.781200, 9.456018, 9, 9.268335, max_depth='7',max_features='0.4458305592403424',min_impurity_decrease='0.014615549927612721',min_samples_leaf='0.01587401513512688',min_samples_split='0.010453400105354586',min_weight_fraction_leaf='0.05993260417049168'
