"CPU Time Used","Estimated Training Performance","Wallclock Time","Incumbent ID","Automatic Configurator (CPU) Time","Configuration..."
0.000000, 2147483648.000000, 0.000040, 1, 0.000040, C='17.826497151386942',gamma='0.000525199729142797',tol='1.0010539860510485e-05'
0.016003, 1.035900, 0.017519, 1, 0.001515, C='17.826497151386942',gamma='0.000525199729142797',tol='1.0010539860510485e-05'
0.031801, 1.013300, 0.034726, 2, 0.002925, C='8.072307884499754',gamma='0.0001402025429555412',tol='2.340746480576752e-05'
0.063520, 1.012500, 0.069822, 3, 0.006301, C='3.620600725744739',gamma='0.0002215953929680393',tol='0.00038642916535526494'
0.178787, 1.012500, 1.678472, 4, 1.499685, C='3.6524090438822387',gamma='0.00022290084048094387',tol='2.9973776467607837e-05'
0.226848, 1.012500, 2.515269, 5, 2.288421, C='3.790506953167348',gamma='0.0002226702883176398',tol='0.00014887760096356331'
0.242601, 1.012500, 2.533853, 6, 2.291252, C='3.7582630425152446',gamma='0.000222731620556725',tol='2.9300888213124782e-05'
0.428954, 1.012500, 6.517201, 7, 6.088247, C='3.7582630425152446',gamma='0.00022318599650591157',tol='2.5863786815763547e-05'
0.444847, 1.012500, 6.536800, 8, 6.091953, C='3.7582630425152446',gamma='0.00022300601152786334',tol='2.6090174785808944e-05'
0.492542, 1.012500, 7.518467, 9, 7.025925, C='3.7582630425152446',gamma='0.0002238956180502456',tol='2.6681224198696e-05'
