"CPU Time Used","Estimated Training Performance","Wallclock Time","Incumbent ID","Automatic Configurator (CPU) Time","Configuration..."
0.000000, 2147483648.000000, 0.000039, 1, 0.000039, max_depth='3',max_features='0',min_samples_leaf='5',min_samples_split='4'
0.020881, 0.299700, 0.022534, 1, 0.001653, max_depth='3',max_features='0',min_samples_leaf='5',min_samples_split='4'
0.041769, 0.265300, 0.045009, 2, 0.003240, max_depth='3',max_features='3',min_samples_leaf='2',min_samples_split='6'
0.074516, 0.250500, 0.080161, 3, 0.005645, max_depth='7',max_features='4',min_samples_leaf='8',min_samples_split='1'
0.140559, 0.243800, 0.794499, 4, 0.653940, max_depth='8',max_features='4',min_samples_leaf='7',min_samples_split='3'
0.161610, 0.226300, 0.818369, 5, 0.656759, max_depth='8',max_features='6',min_samples_leaf='8',min_samples_split='0'
0.182554, 0.223600, 0.841712, 6, 0.659158, max_depth='8',max_features='7',min_samples_leaf='9',min_samples_split='3'
0.260836, 0.218200, 2.102918, 7, 1.842082, max_depth='8',max_features='9',min_samples_leaf='9',min_samples_split='4'
0.377679, 0.190600, 3.651839, 8, 3.274160, max_depth='4',max_features='6',min_samples_leaf='3',min_samples_split='1'
0.403273, 0.123900, 3.680773, 9, 3.277500, max_depth='5',max_features='9',min_samples_leaf='0',min_samples_split='3'
0.494486, 0.119900, 6.854066, 10, 6.359580, max_depth='8',max_features='8',min_samples_leaf='0',min_samples_split='3'
0.653160, 0.109100, 11.208204, 11, 10.555044, max_depth='8',max_features='8',min_samples_leaf='0',min_samples_split='0'
