"CPU Time Used","Estimated Training Performance","Wallclock Time","Incumbent ID","Automatic Configurator (CPU) Time","Configuration..."
0.000000, 2147483648.000000, 0.000035, 1, 0.000035, max_depth='9',max_features='0.258943323491781',min_impurity_decrease='0.14545236945647216',min_samples_leaf='0.07301276842154016',min_samples_split='0.6053358137165978',min_weight_fraction_leaf='0.32727366913738365'
0.051827, 1.000600, 0.053446, 1, 0.001618, max_depth='9',max_features='0.258943323491781',min_impurity_decrease='0.14545236945647216',min_samples_leaf='0.07301276842154016',min_samples_split='0.6053358137165978',min_weight_fraction_leaf='0.32727366913738365'
0.104668, 0.868400, 0.107943, 2, 0.003275, max_depth='3',max_features='0.02591678831290768',min_impurity_decrease='0.02573360165041494',min_samples_leaf='0.05559747519816745',min_samples_split='0.011471547768812092',min_weight_fraction_leaf='0.05917492621738135'
0.314728, 0.824900, 0.775215, 3, 0.460487, max_depth='2',max_features='0.1557838623615596',min_impurity_decrease='0.01229784793096439',min_samples_leaf='0.03776559409243026',min_samples_split='0.0160165510016572',min_weight_fraction_leaf='0.04007526173774031'
0.373637, 0.650600, 0.836919, 4, 0.463281, max_depth='8',max_features='0.41310077319040583',min_impurity_decrease='0.04249973543846042',min_samples_leaf='0.03526969576358443',min_samples_split='0.16323793262423233',min_weight_fraction_leaf='0.024125980562486167'
0.498351, 0.630900, 1.507689, 5, 1.009338, max_depth='7',max_features='0.8010901335535929',min_impurity_decrease='0.004092788827534777',min_samples_leaf='0.03463085101877922',min_samples_split='0.025958566425714296',min_weight_fraction_leaf='0.013630741708675191'
1.147277, 0.622700, 7.278958, 6, 6.131682, max_depth='13',max_features='0.7929838492741369',min_impurity_decrease='0.0034065804819038005',min_samples_leaf='0.021925759950387022',min_samples_split='0.019992850790358375',min_weight_fraction_leaf='0.013067707225492367'
1.296165, 0.611700, 8.214415, 7, 6.918250, max_depth='7',max_features='0.9106315977608891',min_impurity_decrease='0.0028801667818039254',min_samples_leaf='0.013195667092520035',min_samples_split='0.019556268166894302',min_weight_fraction_leaf='0.01135034357842264'
1.451316, 0.578500, 9.112295, 8, 7.660979, max_depth='12',max_features='0.970185084666615',min_impurity_decrease='0.0009410093480385975',min_samples_leaf='0.013276231255819096',min_samples_split='0.023607763033125874',min_weight_fraction_leaf='0.019400380127033167'
1.533820, 0.577500, 9.198851, 9, 7.665031, max_depth='11',max_features='0.9617104249659455',min_impurity_decrease='0.0014092802139856232',min_samples_leaf='0.012890931579185992',min_samples_split='0.02141574735213029',min_weight_fraction_leaf='0.02065315607601756'
