"CPU Time Used","Estimated Training Performance","Wallclock Time","Incumbent ID","Automatic Configurator (CPU) Time","Configuration..."
0.000000, 2147483648.000000, 0.000056, 1, 0.000056, max_depth='3',max_features='0',min_samples_leaf='5',min_samples_split='4'
0.028678, 0.139400, 0.030615, 1, 0.001937, max_depth='3',max_features='0',min_samples_leaf='5',min_samples_split='4'
0.060315, 0.135900, 0.064292, 2, 0.003977, max_depth='3',max_features='3',min_samples_leaf='2',min_samples_split='6'
0.082912, 0.133000, 0.089587, 3, 0.006675, max_depth='7',max_features='4',min_samples_leaf='8',min_samples_split='1'
0.157513, 0.130500, 0.941498, 4, 0.783985, max_depth='8',max_features='4',min_samples_leaf='7',min_samples_split='3'
0.200010, 0.128900, 1.491843, 5, 1.291833, max_depth='8',max_features='6',min_samples_leaf='7',min_samples_split='3'
0.225364, 0.116400, 1.520521, 6, 1.295157, max_depth='8',max_features='8',min_samples_leaf='5',min_samples_split='1'
0.310769, 0.110400, 3.446031, 7, 3.135262, max_depth='5',max_features='9',min_samples_leaf='4',min_samples_split='1'
0.355919, 0.081000, 3.506416, 8, 3.150497, max_depth='5',max_features='9',min_samples_leaf='0',min_samples_split='3'
0.454473, 0.070800, 5.833733, 9, 5.379260, max_depth='6',max_features='9',min_samples_leaf='0',min_samples_split='3'
0.496803, 0.063500, 6.581604, 10, 6.084801, max_depth='6',max_features='0',min_samples_leaf='0',min_samples_split='1'
0.661917, 0.062500, 10.134993, 11, 9.473076, max_depth='8',max_features='0',min_samples_leaf='0',min_samples_split='0'
