"CPU Time Used","Estimated Training Performance","Wallclock Time","Incumbent ID","Automatic Configurator (CPU) Time","Configuration..."
0.000000, 2147483648.000000, 0.000047, 1, 0.000047, C='20.3228544324115',gamma='0.0001061515235567512',tol='0.0015799738953604949'
0.020505, 0.976100, 0.022341, 1, 0.001835, C='20.3228544324115',gamma='0.0001061515235567512',tol='0.0015799738953604949'
0.041239, 0.950800, 0.044861, 2, 0.003622, C='20.228662931987557',gamma='0.00026324964978173386',tol='0.00020957490791939475'
0.137213, 0.933300, 0.912780, 3, 0.775567, C='29.608563924096277',gamma='0.00024540666863842034',tol='0.000193279400905138'
0.190545, 0.923100, 1.648181, 4, 1.457636, C='28.92999992094344',gamma='0.0003684512682509183',tol='0.00035071997008829646'
0.232257, 0.914400, 2.145256, 5, 1.912998, C='27.91780826781359',gamma='0.000667957310932887',tol='0.00062262709177307'
0.273760, 0.913800, 2.688548, 6, 2.414787, C='27.810345214666082',gamma='0.0009947738272892326',tol='0.0005530267748626414'
0.400048, 0.870500, 5.443978, 7, 5.043930, C='371.8190243113794',gamma='0.0008785715100308998',tol='6.601210994390355e-05'
0.448981, 0.825900, 5.988753, 8, 5.539773, C='689.1037752786747',gamma='0.0007871877274278974',tol='7.859531746057775e-05'
0.527824, 0.777900, 7.151901, 9, 6.624077, C='880.4653951019911',gamma='0.0008225510101989134',tol='7.6725082304093e-05'
0.580288, 0.705100, 7.655451, 10, 7.075163, C='951.6376908825915',gamma='0.0009622673622836165',tol='1.288530528530429e-05'
0.703184, 0.698200, 8.774491, 11, 8.071306, C='974.3939686049672',gamma='0.0009678664691159875',tol='1.3827674349359546e-05'
