"CPU Time Used","Estimated Training Performance","Wallclock Time","Incumbent ID","Automatic Configurator (CPU) Time","Configuration..."
0.000000, 2147483648.000000, 0.000040, 1, 0.000040, C='44.915238251379954',gamma='0.0005106787922598668',tol='0.0001457534876894738'
0.016865, 1.038900, 0.018405, 1, 0.001540, C='44.915238251379954',gamma='0.0005106787922598668',tol='0.0001457534876894738'
0.032798, 1.038500, 0.035784, 2, 0.002985, C='34.07868400892513',gamma='0.0007815323407349063',tol='0.038474444287036155'
0.051357, 1.034000, 0.056597, 3, 0.005241, C='88.5996778615875',gamma='0.00018988352381028522',tol='0.005070135988670236'
0.066882, 1.014600, 0.073671, 4, 0.006788, C='2.3809810087779435',gamma='0.00016115466367706287',tol='1.6064559195630014e-05'
0.115929, 1.014600, 0.906431, 5, 0.790502, C='2.1436555309439465',gamma='0.000159343052802773',tol='1.1435011065552535e-05'
0.131482, 1.014200, 0.924436, 6, 0.792954, C='1.114064006400992',gamma='0.00010664867494892677',tol='2.5824576524517202e-05'
0.163081, 1.014200, 1.322037, 7, 1.158956, C='1.0942979334468725',gamma='0.00010598678168768891',tol='4.507079367085508e-05'
0.194683, 1.014200, 1.864638, 8, 1.669955, C='1.046913500197571',gamma='0.00010231213117134526',tol='0.0004586819885665435'
0.242531, 1.014200, 2.736281, 9, 2.493751, C='1.037087345379026',gamma='0.00010173918544276448',tol='0.0007527198388454487'
0.347837, 1.014200, 4.294181, 10, 3.946344, C='1.0078081660256588',gamma='0.00010022450887824521',tol='0.0015364894197715576'
0.381782, 1.013800, 4.748120, 11, 4.366338, C='1.001080810225691',gamma='0.00015604604995086917',tol='0.018151410140531805'
0.413139, 1.013800, 5.396462, 12, 4.983323, C='1.0008372428353718',gamma='0.00015704434988656675',tol='0.01948628979163428'
