"CPU Time Used","Estimated Training Performance","Wallclock Time","Incumbent ID","Automatic Configurator (CPU) Time","Configuration..."
0.000000, 2147483648.000000, 0.000037, 1, 0.000037, learning_rate='4.546784063337942',n_estimators='27'
0.140789, 1.988400, 0.142214, 1, 0.001425, learning_rate='4.546784063337942',n_estimators='27'
0.843661, 0.873400, 0.846543, 2, 0.002882, learning_rate='0.026530502996040546',n_estimators='95'
1.246029, 0.865700, 1.251340, 3, 0.005311, learning_rate='0.1457768806817529',n_estimators='54'
2.721847, 0.859900, 3.005859, 4, 0.284013, learning_rate='0.06878131264316278',n_estimators='87'
3.340143, 0.836800, 3.626487, 5, 0.286343, learning_rate='0.0609311164642599',n_estimators='84'
3.981661, 0.829000, 4.270054, 6, 0.288393, learning_rate='0.0592065947968033',n_estimators='87'
12.114429, 0.755400, 17.408678, 7, 5.294248, learning_rate='2.0250381369680928',n_estimators='47'
13.595871, 0.751300, 20.244843, 8, 6.648972, learning_rate='1.9318722449290353',n_estimators='67'
