"CPU Time Used","Estimated Training Performance","Wallclock Time","Incumbent ID","Automatic Configurator (CPU) Time","Configuration..."
0.000000, 2147483648.000000, 0.000041, 1, 0.000041, C='17.826497151386942',gamma='0.000525199729142797',tol='1.0010539860510485e-05'
0.016353, 1.023300, 0.017902, 1, 0.001549, C='17.826497151386942',gamma='0.000525199729142797',tol='1.0010539860510485e-05'
0.031936, 1.017300, 0.034957, 2, 0.003021, C='8.072307884499754',gamma='0.0001402025429555412',tol='2.340746480576752e-05'
0.065464, 1.016400, 0.072428, 3, 0.006963, C='3.620600725744739',gamma='0.0002215953929680393',tol='0.00038642916535526494'
0.113905, 1.015700, 0.609719, 4, 0.495814, C='3.2160393671648384',gamma='0.00020096872590431844',tol='0.0006149899184222935'
0.129682, 1.013900, 0.627630, 5, 0.497947, C='1.1227598059975232',gamma='0.00010901053268898715',tol='0.020204391166283878'
0.165067, 1.013900, 1.060207, 6, 0.895140, C='1.1695307327089213',gamma='0.00010573971838784337',tol='0.020630010464588528'
0.228582, 1.013500, 2.024677, 7, 1.796095, C='1.0980997405147854',gamma='0.0001049564776068003',tol='0.035006608567205263'
0.350900, 0.904600, 3.978168, 8, 3.627268, C='718.3678671767564',gamma='0.0008696411442948402',tol='0.002940246494306972'
0.399979, 0.902600, 4.901026, 9, 4.501047, C='799.6183924852193',gamma='0.0008290342825049249',tol='1.5291292129705253e-05'
0.466193, 0.866900, 5.563822, 10, 5.097629, C='965.2897224118682',gamma='0.0008344454095953385',tol='1.0063418283150068e-05'
0.588816, 0.838800, 6.147193, 11, 5.558377, C='990.6579848687036',gamma='0.0008804159291948798',tol='1.0495221268978619e-05'
