"CPU Time Used","Estimated Training Performance","Wallclock Time","Incumbent ID","Automatic Configurator (CPU) Time","Configuration..."
0.000000, 2147483648.000000, 0.000048, 1, 0.000048, C='44.30375245218264',gamma='0.0005190263017695166',tol='0.0025766385746135885'
0.016762, 1.061800, 0.018049, 1, 0.001286, C='44.30375245218264',gamma='0.0005190263017695166',tol='0.0025766385746135885'
0.032737, 1.042200, 0.035470, 2, 0.002734, C='43.11710058685489',gamma='0.0002652496376759477',tol='0.0038333321561566627'
0.086834, 1.034200, 0.094976, 3, 0.008142, C='14.135935551752295',gamma='0.0006190490166774184',tol='0.001304907355036239'
0.102957, 1.013400, 0.425394, 4, 0.322437, C='1.4990945477997468',gamma='0.00029876928501659073',tol='0.0006095508966367168'
0.118752, 1.012600, 0.443297, 5, 0.324545, C='3.3135780510578576',gamma='0.00022329463988584187',tol='0.0007892604207879441'
0.166622, 1.012600, 1.207865, 6, 1.041243, C='3.3256476226948086',gamma='0.00027713451319033843',tol='0.0007880703284664298'
0.200929, 1.012500, 1.766227, 7, 1.565298, C='4.626691383458822',gamma='0.00027768139167750103',tol='0.08422154101858739'
0.282087, 1.011700, 3.566237, 8, 3.284150, C='4.880877777978856',gamma='0.00012059300452587042',tol='0.09042710963066798'
0.408384, 1.011600, 6.538040, 9, 6.129656, C='4.880877777978856',gamma='0.00011334501901258932',tol='0.09042710963066798'
