"CPU Time Used","Estimated Training Performance","Wallclock Time","Incumbent ID","Automatic Configurator (CPU) Time","Configuration..."
0.000000, 2147483648.000000, 0.000038, 1, 0.000038, max_depth='9',max_features='0.2674589099883767',min_impurity_decrease='0.30138168803582194',min_samples_leaf='0.08336032899551385',min_samples_split='0.07005843440570782',min_weight_fraction_leaf='0.1235058980795748'
0.051989, 1.011500, 0.053464, 1, 0.001474, max_depth='9',max_features='0.2674589099883767',min_impurity_decrease='0.30138168803582194',min_samples_leaf='0.08336032899551385',min_samples_split='0.07005843440570782',min_weight_fraction_leaf='0.1235058980795748'
0.167333, 0.927800, 0.173346, 2, 0.006014, max_depth='9',max_features='0.7033204209752383',min_impurity_decrease='0.03551802909894347',min_samples_leaf='0.01403671883581709',min_samples_split='0.01097358534178148',min_weight_fraction_leaf='0.25544111374655565'
0.445516, 0.924000, 2.027116, 3, 1.581600, max_depth='8',max_features='0.7438209976936174',min_impurity_decrease='0.03378028321291792',min_samples_leaf='0.015065503993455576',min_samples_split='0.01033346609817535',min_weight_fraction_leaf='0.2546187927192349'
0.615170, 0.888800, 2.810793, 4, 2.195622, max_depth='6',max_features='0.7027850139204626',min_impurity_decrease='0.033402644926467384',min_samples_leaf='0.015415409807741608',min_samples_split='0.010323511391477606',min_weight_fraction_leaf='0.2032372715886868'
0.673797, 0.888200, 2.872710, 5, 2.198913, max_depth='6',max_features='0.7055424437208885',min_impurity_decrease='0.02797097150944019',min_samples_leaf='0.01561319744518253',min_samples_split='0.010318062141913258',min_weight_fraction_leaf='0.23602184439074603'
0.736040, 0.841600, 2.938328, 6, 2.202288, max_depth='6',max_features='0.7350574134173408',min_impurity_decrease='0.03378028321291792',min_samples_leaf='0.017021184747839126',min_samples_split='0.01033346609817535',min_weight_fraction_leaf='0.15247313888263578'
1.098577, 0.839600, 6.143822, 7, 5.045246, max_depth='10',max_features='0.8547549342426266',min_impurity_decrease='0.013896865530618054',min_samples_leaf='0.018108351525174118',min_samples_split='0.021028378123189445',min_weight_fraction_leaf='0.15233403942701562'
1.221684, 0.839500, 6.913281, 8, 5.691597, max_depth='14',max_features='0.8366955239131934',min_impurity_decrease='0.009809818244244647',min_samples_leaf='0.014757906780629649',min_samples_split='0.01033346609817535',min_weight_fraction_leaf='0.15070377036246388'
1.287156, 0.838200, 6.982743, 9, 5.695586, max_depth='10',max_features='0.918840139851126',min_impurity_decrease='0.01198212599764659',min_samples_leaf='0.012875962534650894',min_samples_split='0.01033346609817535',min_weight_fraction_leaf='0.13163911035962933'
1.651465, 0.790000, 9.616880, 10, 7.965416, max_depth='13',max_features='0.912603191235132',min_impurity_decrease='0.013542805540046129',min_samples_leaf='0.012611563439465468',min_samples_split='0.012227595225624572',min_weight_fraction_leaf='0.06949620751839847'
