"CPU Time Used","Estimated Training Performance","Wallclock Time","Incumbent ID","Automatic Configurator (CPU) Time","Configuration..."
0.000000, 2147483648.000000, 0.000040, 1, 0.000040, C='796.323472177559',gamma='0.00035255936003789317',tol='0.07775663179233841'
0.020735, 0.938400, 0.022259, 1, 0.001523, C='796.323472177559',gamma='0.00035255936003789317',tol='0.07775663179233841'
0.077374, 0.920600, 0.083959, 2, 0.006586, C='20.15461920821694',gamma='0.0006017040321365156',tol='6.176469460575708e-05'
0.103978, 0.847000, 0.112291, 3, 0.008313, C='388.1322293800887',gamma='0.0009624998647979021',tol='4.522399928843747e-05'
0.192839, 0.758100, 1.773128, 4, 1.580289, C='716.7613293439734',gamma='0.000962499864797902',tol='2.2812959213587338e-05'
0.230047, 0.736300, 1.813025, 5, 1.582978, C='807.0760073732627',gamma='0.0009603669505818993',tol='2.721613723921954e-05'
0.349079, 0.722100, 2.361509, 6, 2.012430, C='874.0927061327067',gamma='0.0009603669505818993',tol='1.622560973872182e-05'
0.462470, 0.693100, 3.398255, 7, 2.935785, C='956.3791451124589',gamma='0.0009894328098673136',tol='1.377914342570749e-05'
0.564431, 0.690200, 4.465011, 8, 3.900581, C='956.3791451124589',gamma='0.0009966172871500704',tol='1.551681204726977e-05'
0.614920, 0.689200, 4.519507, 9, 3.904587, C='969.5666776345182',gamma='0.000991884871951051',tol='1.029630966564955e-05'
0.678330, 0.687100, 5.259449, 10, 4.581119, C='976.5837724653725',gamma='0.0009935121760847666',tol='1.5260093462353907e-05'
0.756575, 0.683500, 5.860136, 11, 5.103560, C='997.5316152875932',gamma='0.000989869503900469',tol='0.01027776011342677'
0.792374, 0.682300, 5.900247, 12, 5.107873, C='998.0944798288145',gamma='0.0009920839728655196',tol='0.005779657030434304'
