"CPU Time Used","Estimated Training Performance","Wallclock Time","Incumbent ID","Automatic Configurator (CPU) Time","Configuration..."
0.000000, 2147483648.000000, 0.000032, 1, 0.000032, alpha='5',batch_size='6',depth='1',learning_rate_init='5',width='8'
0.049317, 0.191900, 0.050669, 1, 0.001352, alpha='5',batch_size='6',depth='1',learning_rate_init='5',width='8'
0.302744, 0.187400, 0.696400, 2, 0.393656, alpha='3',batch_size='2',depth='2',learning_rate_init='3',width='7'
0.451853, 0.176700, 1.713776, 3, 1.261923, alpha='1',batch_size='2',depth='2',learning_rate_init='3',width='9'
