"CPU Time Used","Estimated Training Performance","Wallclock Time","Incumbent ID","Automatic Configurator (CPU) Time","Configuration..."
0.000000, 2147483648.000000, 0.000037, 1, 0.000037, max_depth='7',max_features='0.011265210225126335',min_impurity_decrease='0.27483123893935457',min_samples_leaf='0.05442271472521289',min_samples_split='0.06900821287746466',min_weight_fraction_leaf='0.03616851013722821'
0.051538, 1.008600, 0.053247, 1, 0.001709, max_depth='7',max_features='0.011265210225126335',min_impurity_decrease='0.27483123893935457',min_samples_leaf='0.05442271472521289',min_samples_split='0.06900821287746466',min_weight_fraction_leaf='0.03616851013722821'
0.102687, 0.972800, 0.106119, 2, 0.003432, max_depth='4',max_features='0.1721230112852961',min_impurity_decrease='0.14982733683726157',min_samples_leaf='0.028248176259675867',min_samples_split='0.17360272472826838',min_weight_fraction_leaf='0.0784068296218743'
0.154722, 0.887400, 0.173908, 3, 0.019186, max_depth='3',max_features='0.15519793585483974',min_impurity_decrease='0.11300600030211794',min_samples_leaf='0.015162093706799586',min_samples_split='0.027520151502054023',min_weight_fraction_leaf='0.0390188994403273'
0.622099, 0.781900, 4.665144, 4, 4.043044, max_depth='6',max_features='0.33952844171462976',min_impurity_decrease='0.08688688590404492',min_samples_leaf='0.0450517825886356',min_samples_split='0.02574809074125398',min_weight_fraction_leaf='0.012551291213195186'
0.678289, 0.757100, 4.724596, 5, 4.046307, max_depth='6',max_features='0.33186628687577335',min_impurity_decrease='0.044223715861832234',min_samples_leaf='0.04504907626992109',min_samples_split='0.028266485030747062',min_weight_fraction_leaf='0.015219893441072498'
0.797032, 0.693300, 5.555399, 6, 4.758368, max_depth='14',max_features='0.847607466575407',min_impurity_decrease='0.03191001430408935',min_samples_leaf='0.03918081988589995',min_samples_split='0.2686138138807127',min_weight_fraction_leaf='0.01474943146521941'
0.855448, 0.685700, 5.617321, 7, 4.761874, max_depth='14',max_features='0.445066284297091',min_impurity_decrease='0.04636600621530848',min_samples_leaf='0.036087561491196275',min_samples_split='0.2563048726155927',min_weight_fraction_leaf='0.014391978205694114'
0.926129, 0.626700, 5.691171, 8, 4.765043, max_depth='12',max_features='0.8516061439631345',min_impurity_decrease='0.0072569160342583',min_samples_leaf='0.030635949760683404',min_samples_split='0.08880308001579587',min_weight_fraction_leaf='0.01483876598266541'
1.063118, 0.620900, 6.481710, 9, 5.418592, max_depth='13',max_features='0.862416669909959',min_impurity_decrease='0.009010430835256322',min_samples_leaf='0.024486224802865116',min_samples_split='0.0883669015251501',min_weight_fraction_leaf='0.043204992074994196'
