"CPU Time Used","Estimated Training Performance","Wallclock Time","Incumbent ID","Automatic Configurator (CPU) Time","Configuration..."
0.000000, 2147483648.000000, 0.000039, 1, 0.000039, C='20.3228544324115',gamma='0.0001061515235567512',tol='0.0015799738953604949'
0.015567, 1.020100, 0.017028, 1, 0.001462, C='20.3228544324115',gamma='0.0001061515235567512',tol='0.0015799738953604949'
0.048204, 1.017800, 0.053413, 2, 0.005209, C='4.1109850943453345',gamma='0.00041617018769270046',tol='0.00015798603319028853'
0.065022, 1.016500, 0.072198, 3, 0.007176, C='2.533610417321417',gamma='0.0003262707349770297',tol='5.467130776888183e-05'
0.114261, 1.016200, 0.886379, 4, 0.772118, C='2.3436095220609574',gamma='0.0003307425073297293',tol='4.302025187657852e-05'
0.150033, 1.016000, 1.277911, 5, 1.127878, C='2.1582933574680667',gamma='0.00033485124952966787',tol='1.4761606427881537e-05'
0.165606, 1.015100, 1.295723, 6, 1.130117, C='1.5726623132794502',gamma='0.0003312000380267068',tol='1.020962912949845e-05'
0.197304, 1.014400, 1.733076, 7, 1.535772, C='1.2175477175762153',gamma='0.00022905658287284637',tol='1.0336072007379008e-05'
0.213173, 1.014200, 1.751433, 8, 1.538260, C='1.5127497300372859',gamma='0.0001258094319933847',tol='1.0281203226279394e-05'
0.245232, 1.014200, 2.340701, 9, 2.095469, C='1.3497744872226025',gamma='0.00015057123525252897',tol='1.0116474625498362e-05'
0.324970, 1.014200, 3.797673, 10, 3.472703, C='1.3563255488981951',gamma='0.00014822832922536613',tol='1.0101316347765057e-05'
0.405319, 1.014200, 5.710385, 11, 5.305066, C='1.3553776376950497',gamma='0.0001483250296380769',tol='1.0083457858753112e-05'
0.469060, 1.014200, 6.636013, 12, 6.166953, C='1.3553776376950497',gamma='0.00014851010434191315',tol='1.0083457858753112e-05'
0.484778, 1.014200, 6.655158, 13, 6.170380, C='1.3574342262230739',gamma='0.0001489150965518129',tol='1.0083457858753112e-05'
