"CPU Time Used","Estimated Training Performance","Wallclock Time","Incumbent ID","Automatic Configurator (CPU) Time","Configuration..."
0.000000, 2147483648.000000, 0.000054, 1, 0.000054, C='44.30375245218264',gamma='0.0005190263017695166',tol='0.0025766385746135885'
0.020457, 1.038700, 0.022249, 1, 0.001792, C='44.30375245218264',gamma='0.0005190263017695166',tol='0.0025766385746135885'
0.040301, 1.024900, 0.043774, 2, 0.003473, C='43.11710058685489',gamma='0.0002652496376759477',tol='0.0038333321561566627'
0.104077, 1.023200, 0.114199, 3, 0.010122, C='14.135935551752295',gamma='0.0006190490166774184',tol='0.001304907355036239'
0.126798, 1.014700, 0.524409, 4, 0.397611, C='1.4990945477997468',gamma='0.00029876928501659073',tol='0.0006095508966367168'
0.207993, 1.014700, 2.066728, 5, 1.858735, C='1.663149134236943',gamma='0.00024270455515199333',tol='0.0010414634832026867'
0.227470, 1.014600, 2.089468, 6, 1.861998, C='1.4577508176530356',gamma='0.00024335791675658951',tol='0.0012315979789575507'
0.246790, 1.014600, 2.111616, 7, 1.864825, C='1.3612927884918262',gamma='0.0002446727136068944',tol='0.0005746276779472233'
0.281878, 1.014500, 2.588688, 8, 2.306811, C='1.1723798987618832',gamma='0.0002694936987584061',tol='0.001082940292266991'
0.365129, 1.014200, 4.000098, 9, 3.634968, C='1.1725744230692963',gamma='0.0001581498390561651',tol='0.0020758552353347423'
0.429284, 1.014100, 5.144300, 10, 4.715016, C='1.2153605554273128',gamma='0.00015679706181281566',tol='0.002073071726461533'
